"benchmark","item_id","item_metadata","item_content","schema_version","prompt","instruction_ids","instruction_families","n_instructions","n_unique_instruction_ids","instruction_kwargs"
"ifeval","ifeval_20260421T021146Z_116","{""contributor"": {""affiliation"": ""JHU,Stanford"", ""email"": ""hjiang66@jh.edu,"", ""name"": ""Han,CRFM""}, ""ingestion_time"": ""20260421T021146Z"", ""source"": ""IFEval""}","{""input"": [""{\""prompt\"": \""Make the sentence \\u201cThe bus arrived at the station\\u201d sound more interesting. Avoid using the word \\u201cstation\\u201d.\"", \""instruction_id_list\"": [\""keywords:forbidden_words\""], \""kwargs\"": [{\""num_highlights\"": null, \""relation\"": null, \""num_words\"": null, \""num_placeholders\"": null, \""prompt_to_repeat\"": null, \""num_bullets\"": null, \""section_spliter\"": null, \""num_sections\"": null, \""capital_relation\"": null, \""capital_frequency\"": null, \""keywords\"": null, \""num_paragraphs\"": null, \""language\"": null, \""let_relation\"": null, \""letter\"": null, \""let_frequency\"": null, \""end_phrase\"": null, \""forbidden_words\"": [\""station\""], \""keyword\"": null, \""frequency\"": null, \""num_sentences\"": null, \""postscript_marker\"": null, \""first_word\"": null, \""nth_paragraph\"": null}]}""], ""references"": []}","""v0.1.0""","Make the sentence “The bus arrived at the station” sound more interesting. Avoid using the word “station”.","keywords:forbidden_words","keywords",1,1,"""[{\""capital_frequency\"": null, \""capital_relation\"": null, \""end_phrase\"": null, \""first_word\"": null, \""forbidden_words\"": [\""station\""], \""frequency\"": null, \""keyword\"": null, \""keywords\"": null, \""language\"": null, \""let_frequency\"": null, \""let_relation\"": null, \""letter\"": null, \""nth_paragraph\"": null, \""num_bullets\"": null, \""num_highlights\"": null, \""num_paragraphs\"": null, \""num_placeholders\"": null, \""num_sections\"": null, \""num_sentences\"": null, \""num_words\"": null, \""postscript_marker\"": null, \""prompt_to_repeat\"": null, \""relation\"": null, \""section_spliter\"": null}]"""
"ifeval","ifeval_20260421T021146Z_117","{""contributor"": {""affiliation"": ""JHU,Stanford"", ""email"": ""hjiang66@jh.edu,"", ""name"": ""Han,CRFM""}, ""ingestion_time"": ""20260421T021146Z"", ""source"": ""IFEval""}","{""input"": [""{\""prompt\"": \""Create a 5 day itinerary for a trip to Mesa, Arizona. Wrap your entire response with double quotes and include the letter \\\""l\\\"" at least 15 times.\"", \""instruction_id_list\"": [\""startend:quotation\"", \""keywords:letter_frequency\""], \""kwargs\"": [{\""num_highlights\"": null, \""relation\"": null, \""num_words\"": null, \""num_placeholders\"": null, \""prompt_to_repeat\"": null, \""num_bullets\"": null, \""section_spliter\"": null, \""num_sections\"": null, \""capital_relation\"": null, \""capital_frequency\"": null, \""keywords\"": null, \""num_paragraphs\"": null, \""language\"": null, \""let_relation\"": null, \""letter\"": null, \""let_frequency\"": null, \""end_phrase\"": null, \""forbidden_words\"": null, \""keyword\"": null, \""frequency\"": null, \""num_sentences\"": null, \""postscript_marker\"": null, \""first_word\"": null, \""nth_paragraph\"": null}, {\""num_highlights\"": null, \""relation\"": null, \""num_words\"": null, \""num_placeholders\"": null, \""prompt_to_repeat\"": null, \""num_bullets\"": null, \""section_spliter\"": null, \""num_sections\"": null, \""capital_relation\"": null, \""capital_frequency\"": null, \""keywords\"": null, \""num_paragraphs\"": null, \""language\"": null, \""let_relation\"": \""at least\"", \""letter\"": \""l\"", \""let_frequency\"": 15, \""end_phrase\"": null, \""forbidden_words\"": null, \""keyword\"": null, \""frequency\"": null, \""num_sentences\"": null, \""postscript_marker\"": null, \""first_word\"": null, \""nth_paragraph\"": null}]}""], ""references"": []}","""v0.1.0""","Create a 5 day itinerary for a trip to Mesa, Arizona. Wrap your entire response with double quotes and include the letter ""l"" at least 15 times.","startend:quotation|keywords:letter_frequency","startend|keywords",2,2,"""[{\""capital_frequency\"": null, \""capital_relation\"": null, \""end_phrase\"": null, \""first_word\"": null, \""forbidden_words\"": null, \""frequency\"": null, \""keyword\"": null, \""keywords\"": null, \""language\"": null, \""let_frequency\"": null, \""let_relation\"": null, \""letter\"": null, \""nth_paragraph\"": null, \""num_bullets\"": null, \""num_highlights\"": null, \""num_paragraphs\"": null, \""num_placeholders\"": null, \""num_sections\"": null, \""num_sentences\"": null, \""num_words\"": null, \""postscript_marker\"": null, \""prompt_to_repeat\"": null, \""relation\"": null, \""section_spliter\"": null}, {\""capital_frequency\"": null, \""capital_relation\"": null, \""end_phrase\"": null, \""first_word\"": null, \""forbidden_words\"": null, \""frequency\"": null, \""keyword\"": null, \""keywords\"": null, \""language\"": null, \""let_frequency\"": 15, \""let_relation\"": \""at least\"", \""letter\"": \""l\"", \""nth_paragraph\"": null, \""num_bullets\"": null, \""num_highlights\"": null, \""num_paragraphs\"": null, \""num_placeholders\"": null, \""num_sections\"": null, \""num_sentences\"": null, \""num_words\"": null, \""postscript_marker\"": null, \""prompt_to_repeat\"": null, \""relation\"": null, \""section_spliter\"": null}]"""
"ifeval","ifeval_20260421T021146Z_118","{""contributor"": {""affiliation"": ""JHU,Stanford"", ""email"": ""hjiang66@jh.edu,"", ""name"": ""Han,CRFM""}, ""ingestion_time"": ""20260421T021146Z"", ""source"": ""IFEval""}","{""input"": [""{\""prompt\"": \""Make a rubric for a home theater installation targeting moms. Your answer must contain exactly 4 bullet points. Use markdown bullet points such as:\\n* This is point 1\"", \""instruction_id_list\"": [\""detectable_format:number_bullet_lists\""], \""kwargs\"": [{\""num_highlights\"": null, \""relation\"": null, \""num_words\"": null, \""num_placeholders\"": null, \""prompt_to_repeat\"": null, \""num_bullets\"": 4, \""section_spliter\"": null, \""num_sections\"": null, \""capital_relation\"": null, \""capital_frequency\"": null, \""keywords\"": null, \""num_paragraphs\"": null, \""language\"": null, \""let_relation\"": null, \""letter\"": null, \""let_frequency\"": null, \""end_phrase\"": null, \""forbidden_words\"": null, \""keyword\"": null, \""frequency\"": null, \""num_sentences\"": null, \""postscript_marker\"": null, \""first_word\"": null, \""nth_paragraph\"": null}]}""], ""references"": []}","""v0.1.0""","Make a rubric for a home theater installation targeting moms. Your answer must contain exactly 4 bullet points. Use markdown bullet points such as:
* This is point 1","detectable_format:number_bullet_lists","detectable_format",1,1,"""[{\""capital_frequency\"": null, \""capital_relation\"": null, \""end_phrase\"": null, \""first_word\"": null, \""forbidden_words\"": null, \""frequency\"": null, \""keyword\"": null, \""keywords\"": null, \""language\"": null, \""let_frequency\"": null, \""let_relation\"": null, \""letter\"": null, \""nth_paragraph\"": null, \""num_bullets\"": 4, \""num_highlights\"": null, \""num_paragraphs\"": null, \""num_placeholders\"": null, \""num_sections\"": null, \""num_sentences\"": null, \""num_words\"": null, \""postscript_marker\"": null, \""prompt_to_repeat\"": null, \""relation\"": null, \""section_spliter\"": null}]"""
"ifeval","ifeval_20260421T021146Z_119","{""contributor"": {""affiliation"": ""JHU,Stanford"", ""email"": ""hjiang66@jh.edu,"", ""name"": ""Han,CRFM""}, ""ingestion_time"": ""20260421T021146Z"", ""source"": ""IFEval""}","{""input"": [""{\""prompt\"": \""Write a short essay about the updates of the latest episode of your favorite TV show. Use less than 300 words.\"", \""instruction_id_list\"": [\""length_constraints:number_words\""], \""kwargs\"": [{\""num_highlights\"": null, \""relation\"": \""less than\"", \""num_words\"": 300, \""num_placeholders\"": null, \""prompt_to_repeat\"": null, \""num_bullets\"": null, \""section_spliter\"": null, \""num_sections\"": null, \""capital_relation\"": null, \""capital_frequency\"": null, \""keywords\"": null, \""num_paragraphs\"": null, \""language\"": null, \""let_relation\"": null, \""letter\"": null, \""let_frequency\"": null, \""end_phrase\"": null, \""forbidden_words\"": null, \""keyword\"": null, \""frequency\"": null, \""num_sentences\"": null, \""postscript_marker\"": null, \""first_word\"": null, \""nth_paragraph\"": null}]}""], ""references"": []}","""v0.1.0""","Write a short essay about the updates of the latest episode of your favorite TV show. Use less than 300 words.","length_constraints:number_words","length_constraints",1,1,"""[{\""capital_frequency\"": null, \""capital_relation\"": null, \""end_phrase\"": null, \""first_word\"": null, \""forbidden_words\"": null, \""frequency\"": null, \""keyword\"": null, \""keywords\"": null, \""language\"": null, \""let_frequency\"": null, \""let_relation\"": null, \""letter\"": null, \""nth_paragraph\"": null, \""num_bullets\"": null, \""num_highlights\"": null, \""num_paragraphs\"": null, \""num_placeholders\"": null, \""num_sections\"": null, \""num_sentences\"": null, \""num_words\"": 300, \""postscript_marker\"": null, \""prompt_to_repeat\"": null, \""relation\"": \""less than\"", \""section_spliter\"": null}]"""
"ifeval","ifeval_20260421T021146Z_12","{""contributor"": {""affiliation"": ""JHU,Stanford"", ""email"": ""hjiang66@jh.edu,"", ""name"": ""Han,CRFM""}, ""ingestion_time"": ""20260421T021146Z"", ""source"": ""IFEval""}","{""input"": [""{\""prompt\"": \""Write a story of exactly 2 paragraphs about a man who wakes up one day and realizes that he's inside a video game. Separate the paragraphs with the markdown divider: ***\"", \""instruction_id_list\"": [\""length_constraints:number_paragraphs\""], \""kwargs\"": [{\""num_highlights\"": null, \""relation\"": null, \""num_words\"": null, \""num_placeholders\"": null, \""prompt_to_repeat\"": null, \""num_bullets\"": null, \""section_spliter\"": null, \""num_sections\"": null, \""capital_relation\"": null, \""capital_frequency\"": null, \""keywords\"": null, \""num_paragraphs\"": 2, \""language\"": null, \""let_relation\"": null, \""letter\"": null, \""let_frequency\"": null, \""end_phrase\"": null, \""forbidden_words\"": null, \""keyword\"": null, \""frequency\"": null, \""num_sentences\"": null, \""postscript_marker\"": null, \""first_word\"": null, \""nth_paragraph\"": null}]}""], ""references"": []}","""v0.1.0""","Write a story of exactly 2 paragraphs about a man who wakes up one day and realizes that he's inside a video game. Separate the paragraphs with the markdown divider: ***","length_constraints:number_paragraphs","length_constraints",1,1,"""[{\""capital_frequency\"": null, \""capital_relation\"": null, \""end_phrase\"": null, \""first_word\"": null, \""forbidden_words\"": null, \""frequency\"": null, \""keyword\"": null, \""keywords\"": null, \""language\"": null, \""let_frequency\"": null, \""let_relation\"": null, \""letter\"": null, \""nth_paragraph\"": null, \""num_bullets\"": null, \""num_highlights\"": null, \""num_paragraphs\"": 2, \""num_placeholders\"": null, \""num_sections\"": null, \""num_sentences\"": null, \""num_words\"": null, \""postscript_marker\"": null, \""prompt_to_repeat\"": null, \""relation\"": null, \""section_spliter\"": null}]"""
"ifeval","ifeval_20260421T021146Z_120","{""contributor"": {""affiliation"": ""JHU,Stanford"", ""email"": ""hjiang66@jh.edu,"", ""name"": ""Han,CRFM""}, ""ingestion_time"": ""20260421T021146Z"", ""source"": ""IFEval""}","{""input"": [""{\""prompt\"": \""\\\""Coincidence is God's way of remaining anonymous.\\\"" What are your thoughts on this quote? Please do not use commas in your response. Answer with more than 800 words.\"", \""instruction_id_list\"": [\""punctuation:no_comma\"", \""length_constraints:number_words\""], \""kwargs\"": [{\""num_highlights\"": null, \""relation\"": null, \""num_words\"": null, \""num_placeholders\"": null, \""prompt_to_repeat\"": null, \""num_bullets\"": null, \""section_spliter\"": null, \""num_sections\"": null, \""capital_relation\"": null, \""capital_frequency\"": null, \""keywords\"": null, \""num_paragraphs\"": null, \""language\"": null, \""let_relation\"": null, \""letter\"": null, \""let_frequency\"": null, \""end_phrase\"": null, \""forbidden_words\"": null, \""keyword\"": null, \""frequency\"": null, \""num_sentences\"": null, \""postscript_marker\"": null, \""first_word\"": null, \""nth_paragraph\"": null}, {\""num_highlights\"": null, \""relation\"": \""at least\"", \""num_words\"": 801, \""num_placeholders\"": null, \""prompt_to_repeat\"": null, \""num_bullets\"": null, \""section_spliter\"": null, \""num_sections\"": null, \""capital_relation\"": null, \""capital_frequency\"": null, \""keywords\"": null, \""num_paragraphs\"": null, \""language\"": null, \""let_relation\"": null, \""letter\"": null, \""let_frequency\"": null, \""end_phrase\"": null, \""forbidden_words\"": null, \""keyword\"": null, \""frequency\"": null, \""num_sentences\"": null, \""postscript_marker\"": null, \""first_word\"": null, \""nth_paragraph\"": null}]}""], ""references"": []}","""v0.1.0""","""Coincidence is God's way of remaining anonymous."" What are your thoughts on this quote? Please do not use commas in your response. Answer with more than 800 words.","punctuation:no_comma|length_constraints:number_words","punctuation|length_constraints",2,2,"""[{\""capital_frequency\"": null, \""capital_relation\"": null, \""end_phrase\"": null, \""first_word\"": null, \""forbidden_words\"": null, \""frequency\"": null, \""keyword\"": null, \""keywords\"": null, \""language\"": null, \""let_frequency\"": null, \""let_relation\"": null, \""letter\"": null, \""nth_paragraph\"": null, \""num_bullets\"": null, \""num_highlights\"": null, \""num_paragraphs\"": null, \""num_placeholders\"": null, \""num_sections\"": null, \""num_sentences\"": null, \""num_words\"": null, \""postscript_marker\"": null, \""prompt_to_repeat\"": null, \""relation\"": null, \""section_spliter\"": null}, {\""capital_frequency\"": null, \""capital_relation\"": null, \""end_phrase\"": null, \""first_word\"": null, \""forbidden_words\"": null, \""frequency\"": null, \""keyword\"": null, \""keywords\"": null, \""language\"": null, \""let_frequency\"": null, \""let_relation\"": null, \""letter\"": null, \""nth_paragraph\"": null, \""num_bullets\"": null, \""num_highlights\"": null, \""num_paragraphs\"": null, \""num_placeholders\"": null, \""num_sections\"": null, \""num_sentences\"": null, \""num_words\"": 801, \""postscript_marker\"": null, \""prompt_to_repeat\"": null, \""relation\"": \""at least\"", \""section_spliter\"": null}]"""
"ifeval","ifeval_20260421T021146Z_121","{""contributor"": {""affiliation"": ""JHU,Stanford"", ""email"": ""hjiang66@jh.edu,"", ""name"": ""Han,CRFM""}, ""ingestion_time"": ""20260421T021146Z"", ""source"": ""IFEval""}","{""input"": [""{\""prompt\"": \""Write a cover letter for a job at a local coffee shop in the form of a poem. Highlight at least 5 text sections using \\\""*\\\"". For example: *3 years of experience*.\"", \""instruction_id_list\"": [\""detectable_format:number_highlighted_sections\""], \""kwargs\"": [{\""num_highlights\"": 5, \""relation\"": null, \""num_words\"": null, \""num_placeholders\"": null, \""prompt_to_repeat\"": null, \""num_bullets\"": null, \""section_spliter\"": null, \""num_sections\"": null, \""capital_relation\"": null, \""capital_frequency\"": null, \""keywords\"": null, \""num_paragraphs\"": null, \""language\"": null, \""let_relation\"": null, \""letter\"": null, \""let_frequency\"": null, \""end_phrase\"": null, \""forbidden_words\"": null, \""keyword\"": null, \""frequency\"": null, \""num_sentences\"": null, \""postscript_marker\"": null, \""first_word\"": null, \""nth_paragraph\"": null}]}""], ""references"": []}","""v0.1.0""","Write a cover letter for a job at a local coffee shop in the form of a poem. Highlight at least 5 text sections using ""*"". For example: *3 years of experience*.","detectable_format:number_highlighted_sections","detectable_format",1,1,"""[{\""capital_frequency\"": null, \""capital_relation\"": null, \""end_phrase\"": null, \""first_word\"": null, \""forbidden_words\"": null, \""frequency\"": null, \""keyword\"": null, \""keywords\"": null, \""language\"": null, \""let_frequency\"": null, \""let_relation\"": null, \""letter\"": null, \""nth_paragraph\"": null, \""num_bullets\"": null, \""num_highlights\"": 5, \""num_paragraphs\"": null, \""num_placeholders\"": null, \""num_sections\"": null, \""num_sentences\"": null, \""num_words\"": null, \""postscript_marker\"": null, \""prompt_to_repeat\"": null, \""relation\"": null, \""section_spliter\"": null}]"""
"ifeval","ifeval_20260421T021146Z_122","{""contributor"": {""affiliation"": ""JHU,Stanford"", ""email"": ""hjiang66@jh.edu,"", ""name"": ""Han,CRFM""}, ""ingestion_time"": ""20260421T021146Z"", ""source"": ""IFEval""}","{""input"": [""{\""prompt\"": \""Create a riddle about the name Sheldon using only 10 words. Make sure to only use capital letters in your entire response.\"", \""instruction_id_list\"": [\""change_case:english_capital\""], \""kwargs\"": [{\""num_highlights\"": null, \""relation\"": null, \""num_words\"": null, \""num_placeholders\"": null, \""prompt_to_repeat\"": null, \""num_bullets\"": null, \""section_spliter\"": null, \""num_sections\"": null, \""capital_relation\"": null, \""capital_frequency\"": null, \""keywords\"": null, \""num_paragraphs\"": null, \""language\"": null, \""let_relation\"": null, \""letter\"": null, \""let_frequency\"": null, \""end_phrase\"": null, \""forbidden_words\"": null, \""keyword\"": null, \""frequency\"": null, \""num_sentences\"": null, \""postscript_marker\"": null, \""first_word\"": null, \""nth_paragraph\"": null}]}""], ""references"": []}","""v0.1.0""","Create a riddle about the name Sheldon using only 10 words. Make sure to only use capital letters in your entire response.","change_case:english_capital","change_case",1,1,"""[{\""capital_frequency\"": null, \""capital_relation\"": null, \""end_phrase\"": null, \""first_word\"": null, \""forbidden_words\"": null, \""frequency\"": null, \""keyword\"": null, \""keywords\"": null, \""language\"": null, \""let_frequency\"": null, \""let_relation\"": null, \""letter\"": null, \""nth_paragraph\"": null, \""num_bullets\"": null, \""num_highlights\"": null, \""num_paragraphs\"": null, \""num_placeholders\"": null, \""num_sections\"": null, \""num_sentences\"": null, \""num_words\"": null, \""postscript_marker\"": null, \""prompt_to_repeat\"": null, \""relation\"": null, \""section_spliter\"": null}]"""
"ifeval","ifeval_20260421T021146Z_123","{""contributor"": {""affiliation"": ""JHU,Stanford"", ""email"": ""hjiang66@jh.edu,"", ""name"": ""Han,CRFM""}, ""ingestion_time"": ""20260421T021146Z"", ""source"": ""IFEval""}","{""input"": [""{\""prompt\"": \""Write a casual blog post about similarities across animal species. Highlight at least 5 sections in your answer by starting and ending with \\\""*\\\"", like: *highlighted text section*.\"", \""instruction_id_list\"": [\""detectable_format:number_highlighted_sections\""], \""kwargs\"": [{\""num_highlights\"": 5, \""relation\"": null, \""num_words\"": null, \""num_placeholders\"": null, \""prompt_to_repeat\"": null, \""num_bullets\"": null, \""section_spliter\"": null, \""num_sections\"": null, \""capital_relation\"": null, \""capital_frequency\"": null, \""keywords\"": null, \""num_paragraphs\"": null, \""language\"": null, \""let_relation\"": null, \""letter\"": null, \""let_frequency\"": null, \""end_phrase\"": null, \""forbidden_words\"": null, \""keyword\"": null, \""frequency\"": null, \""num_sentences\"": null, \""postscript_marker\"": null, \""first_word\"": null, \""nth_paragraph\"": null}]}""], ""references"": []}","""v0.1.0""","Write a casual blog post about similarities across animal species. Highlight at least 5 sections in your answer by starting and ending with ""*"", like: *highlighted text section*.","detectable_format:number_highlighted_sections","detectable_format",1,1,"""[{\""capital_frequency\"": null, \""capital_relation\"": null, \""end_phrase\"": null, \""first_word\"": null, \""forbidden_words\"": null, \""frequency\"": null, \""keyword\"": null, \""keywords\"": null, \""language\"": null, \""let_frequency\"": null, \""let_relation\"": null, \""letter\"": null, \""nth_paragraph\"": null, \""num_bullets\"": null, \""num_highlights\"": 5, \""num_paragraphs\"": null, \""num_placeholders\"": null, \""num_sections\"": null, \""num_sentences\"": null, \""num_words\"": null, \""postscript_marker\"": null, \""prompt_to_repeat\"": null, \""relation\"": null, \""section_spliter\"": null}]"""
"ifeval","ifeval_20260421T021146Z_124","{""contributor"": {""affiliation"": ""JHU,Stanford"", ""email"": ""hjiang66@jh.edu,"", ""name"": ""Han,CRFM""}, ""ingestion_time"": ""20260421T021146Z"", ""source"": ""IFEval""}","{""input"": [""{\""prompt\"": \""I work in the marketing department and I need your help. I need a template for an advertisement for a new product which is a portable camera. In the template, capitalize a few words to stress main points. Please limit the number of words with all capital letters to less than four. Your response should contain at least ten sentences.\"", \""instruction_id_list\"": [\""change_case:capital_word_frequency\"", \""length_constraints:number_sentences\""], \""kwargs\"": [{\""num_highlights\"": null, \""relation\"": null, \""num_words\"": null, \""num_placeholders\"": null, \""prompt_to_repeat\"": null, \""num_bullets\"": null, \""section_spliter\"": null, \""num_sections\"": null, \""capital_relation\"": \""less than\"", \""capital_frequency\"": 4, \""keywords\"": null, \""num_paragraphs\"": null, \""language\"": null, \""let_relation\"": null, \""letter\"": null, \""let_frequency\"": null, \""end_phrase\"": null, \""forbidden_words\"": null, \""keyword\"": null, \""frequency\"": null, \""num_sentences\"": null, \""postscript_marker\"": null, \""first_word\"": null, \""nth_paragraph\"": null}, {\""num_highlights\"": null, \""relation\"": \""at least\"", \""num_words\"": null, \""num_placeholders\"": null, \""prompt_to_repeat\"": null, \""num_bullets\"": null, \""section_spliter\"": null, \""num_sections\"": null, \""capital_relation\"": null, \""capital_frequency\"": null, \""keywords\"": null, \""num_paragraphs\"": null, \""language\"": null, \""let_relation\"": null, \""letter\"": null, \""let_frequency\"": null, \""end_phrase\"": null, \""forbidden_words\"": null, \""keyword\"": null, \""frequency\"": null, \""num_sentences\"": 10, \""postscript_marker\"": null, \""first_word\"": null, \""nth_paragraph\"": null}]}""], ""references"": []}","""v0.1.0""","I work in the marketing department and I need your help. I need a template for an advertisement for a new product which is a portable camera. In the template, capitalize a few words to stress main points. Please limit the number of words with all capital letters to less than four. Your response should contain at least ten sentences.","change_case:capital_word_frequency|length_constraints:number_sentences","change_case|length_constraints",2,2,"""[{\""capital_frequency\"": 4, \""capital_relation\"": \""less than\"", \""end_phrase\"": null, \""first_word\"": null, \""forbidden_words\"": null, \""frequency\"": null, \""keyword\"": null, \""keywords\"": null, \""language\"": null, \""let_frequency\"": null, \""let_relation\"": null, \""letter\"": null, \""nth_paragraph\"": null, \""num_bullets\"": null, \""num_highlights\"": null, \""num_paragraphs\"": null, \""num_placeholders\"": null, \""num_sections\"": null, \""num_sentences\"": null, \""num_words\"": null, \""postscript_marker\"": null, \""prompt_to_repeat\"": null, \""relation\"": null, \""section_spliter\"": null}, {\""capital_frequency\"": null, \""capital_relation\"": null, \""end_phrase\"": null, \""first_word\"": null, \""forbidden_words\"": null, \""frequency\"": null, \""keyword\"": null, \""keywords\"": null, \""language\"": null, \""let_frequency\"": null, \""let_relation\"": null, \""letter\"": null, \""nth_paragraph\"": null, \""num_bullets\"": null, \""num_highlights\"": null, \""num_paragraphs\"": null, \""num_placeholders\"": null, \""num_sections\"": null, \""num_sentences\"": 10, \""num_words\"": null, \""postscript_marker\"": null, \""prompt_to_repeat\"": null, \""relation\"": \""at least\"", \""section_spliter\"": null}]"""
"ifeval","ifeval_20260421T021146Z_125","{""contributor"": {""affiliation"": ""JHU,Stanford"", ""email"": ""hjiang66@jh.edu,"", ""name"": ""Han,CRFM""}, ""ingestion_time"": ""20260421T021146Z"", ""source"": ""IFEval""}","{""input"": [""{\""prompt\"": \""Generate two alternative product descriptions: The product is a new type of paper that can be used to wrap food, and is edible.\\nFirst repeat the prompt above without change, then give your answer. Please do not say any word before repeating the prompt above.\"", \""instruction_id_list\"": [\""combination:repeat_prompt\""], \""kwargs\"": [{\""num_highlights\"": null, \""relation\"": null, \""num_words\"": null, \""num_placeholders\"": null, \""prompt_to_repeat\"": \""Generate two alternative product descriptions: The product is a new type of paper that can be used to wrap food, and is edible.\"", \""num_bullets\"": null, \""section_spliter\"": null, \""num_sections\"": null, \""capital_relation\"": null, \""capital_frequency\"": null, \""keywords\"": null, \""num_paragraphs\"": null, \""language\"": null, \""let_relation\"": null, \""letter\"": null, \""let_frequency\"": null, \""end_phrase\"": null, \""forbidden_words\"": null, \""keyword\"": null, \""frequency\"": null, \""num_sentences\"": null, \""postscript_marker\"": null, \""first_word\"": null, \""nth_paragraph\"": null}]}""], ""references"": []}","""v0.1.0""","Generate two alternative product descriptions: The product is a new type of paper that can be used to wrap food, and is edible.
First repeat the prompt above without change, then give your answer. Please do not say any word before repeating the prompt above.","combination:repeat_prompt","combination",1,1,"""[{\""capital_frequency\"": null, \""capital_relation\"": null, \""end_phrase\"": null, \""first_word\"": null, \""forbidden_words\"": null, \""frequency\"": null, \""keyword\"": null, \""keywords\"": null, \""language\"": null, \""let_frequency\"": null, \""let_relation\"": null, \""letter\"": null, \""nth_paragraph\"": null, \""num_bullets\"": null, \""num_highlights\"": null, \""num_paragraphs\"": null, \""num_placeholders\"": null, \""num_sections\"": null, \""num_sentences\"": null, \""num_words\"": null, \""postscript_marker\"": null, \""prompt_to_repeat\"": \""Generate two alternative product descriptions: The product is a new type of paper that can be used to wrap food, and is edible.\"", \""relation\"": null, \""section_spliter\"": null}]"""
"ifeval","ifeval_20260421T021146Z_126","{""contributor"": {""affiliation"": ""JHU,Stanford"", ""email"": ""hjiang66@jh.edu,"", ""name"": ""Han,CRFM""}, ""ingestion_time"": ""20260421T021146Z"", ""source"": ""IFEval""}","{""input"": [""{\""prompt\"": \""Create a resume for a 20-year-old college student with no work experience. Include the keywords \\\""Python\\\"" and \\\""Java\\\"" and wrap the response with double quotation marks.\"", \""instruction_id_list\"": [\""startend:quotation\"", \""keywords:existence\""], \""kwargs\"": [{\""num_highlights\"": null, \""relation\"": null, \""num_words\"": null, \""num_placeholders\"": null, \""prompt_to_repeat\"": null, \""num_bullets\"": null, \""section_spliter\"": null, \""num_sections\"": null, \""capital_relation\"": null, \""capital_frequency\"": null, \""keywords\"": null, \""num_paragraphs\"": null, \""language\"": null, \""let_relation\"": null, \""letter\"": null, \""let_frequency\"": null, \""end_phrase\"": null, \""forbidden_words\"": null, \""keyword\"": null, \""frequency\"": null, \""num_sentences\"": null, \""postscript_marker\"": null, \""first_word\"": null, \""nth_paragraph\"": null}, {\""num_highlights\"": null, \""relation\"": null, \""num_words\"": null, \""num_placeholders\"": null, \""prompt_to_repeat\"": null, \""num_bullets\"": null, \""section_spliter\"": null, \""num_sections\"": null, \""capital_relation\"": null, \""capital_frequency\"": null, \""keywords\"": [\""python\"", \""java\""], \""num_paragraphs\"": null, \""language\"": null, \""let_relation\"": null, \""letter\"": null, \""let_frequency\"": null, \""end_phrase\"": null, \""forbidden_words\"": null, \""keyword\"": null, \""frequency\"": null, \""num_sentences\"": null, \""postscript_marker\"": null, \""first_word\"": null, \""nth_paragraph\"": null}]}""], ""references"": []}","""v0.1.0""","Create a resume for a 20-year-old college student with no work experience. Include the keywords ""Python"" and ""Java"" and wrap the response with double quotation marks.","startend:quotation|keywords:existence","startend|keywords",2,2,"""[{\""capital_frequency\"": null, \""capital_relation\"": null, \""end_phrase\"": null, \""first_word\"": null, \""forbidden_words\"": null, \""frequency\"": null, \""keyword\"": null, \""keywords\"": null, \""language\"": null, \""let_frequency\"": null, \""let_relation\"": null, \""letter\"": null, \""nth_paragraph\"": null, \""num_bullets\"": null, \""num_highlights\"": null, \""num_paragraphs\"": null, \""num_placeholders\"": null, \""num_sections\"": null, \""num_sentences\"": null, \""num_words\"": null, \""postscript_marker\"": null, \""prompt_to_repeat\"": null, \""relation\"": null, \""section_spliter\"": null}, {\""capital_frequency\"": null, \""capital_relation\"": null, \""end_phrase\"": null, \""first_word\"": null, \""forbidden_words\"": null, \""frequency\"": null, \""keyword\"": null, \""keywords\"": [\""python\"", \""java\""], \""language\"": null, \""let_frequency\"": null, \""let_relation\"": null, \""letter\"": null, \""nth_paragraph\"": null, \""num_bullets\"": null, \""num_highlights\"": null, \""num_paragraphs\"": null, \""num_placeholders\"": null, \""num_sections\"": null, \""num_sentences\"": null, \""num_words\"": null, \""postscript_marker\"": null, \""prompt_to_repeat\"": null, \""relation\"": null, \""section_spliter\"": null}]"""
