"item_id","empirical_accuracy","alpha","loading_factor_1","loading_factor_2","loading_factor_3","benchmark","schema_version","prompt_type","question_text","reference_text","category","source","question_snippet","question_length_words","numeric_tokens","is_instruction","is_science","is_mmlu_pro","quantitative_symbolic","negation_exception","mechanism_causal","long_context","short_direct","instruction_constraints","primary_semantic"
"ifeval_20260421T021146Z_109",0.286885245901639,-0.666338249707843,0,1.19837756360732,0,"ifeval","""v0.1.0""","instruction_prompt","Compose a poem all in lowercase letters about my friend Barnet.",NA,NA,NA,"Compose a poem all in lowercase letters about my friend Barnet.",11,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_11",0.450819672131148,-0.481844875678073,0.716043405471287,0,0.439782395718663,"ifeval","""v0.1.0""","instruction_prompt","Can you help me make an advertisement for a new product? It's a diaper that's designed to be more comfortable for babies and I want the entire output in JSON format.",NA,NA,NA,"Can you help me make an advertisement for a new product? It's a diaper that's designed to be more comfortable for babies and I want the entire output in JSON format.",31,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_111",0.811475409836066,0.954779522042155,0.998890704754158,0,0,"ifeval","""v0.1.0""","instruction_prompt","Write an extremely short essay on the role of mythology in the work of Jordan Peterson. Keep your entire response 100 words or less. Be general in your writing. Make sure to highlight at least 2 sections in your answer with markdown, i.e. use *highlighted section*.",NA,NA,NA,"Write an extremely short essay on the role of mythology in the work of Jordan Peterson. Keep your entire response 100 words or less. Be general in your writing. Make sure to highlight at least 2 sections in your answer with markdown, i.e. use *highlighted section*.",46,2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_112",0.713114754098361,0.384234406253174,1.30974829827356,0,0.0116912754281229,"ifeval","""v0.1.0""","instruction_prompt","What's a good way to ask Sonia out? Please reply with exactly 4 paragraphs and separate each paragraph with two new lines. Put double quotation marks around your entire response. The very first paragraph must start with the word ""weekend"".",NA,NA,NA,"What's a good way to ask Sonia out? Please reply with exactly 4 paragraphs and separate each paragraph with two new lines. Put double quotation marks around your entire response. The very first paragraph must start with the word ""weekend"".",40,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_113",0.950819672131147,1.78863498000258,0.50035811605126,0,0,"ifeval","""v0.1.0""","instruction_prompt","Write a rap about a new smartphone. At the end of your response add a postscript starting with P.P.S The response must contain at least 6 placeholders represented by square brackets.",NA,NA,NA,"Write a rap about a new smartphone. At the end of your response add a postscript starting with P.P.S The response must contain at least 6 placeholders represented by square brackets.",31,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_114",0.918032786885246,1.52901777850132,0.615209200999943,0,0,"ifeval","""v0.1.0""","instruction_prompt","I really love the album called Lilith. I want to introduce it to my friend Luheng. Draft an email for it. Add a postscript to your response that starts with P.S.",NA,NA,NA,"I really love the album called Lilith. I want to introduce it to my friend Luheng. Draft an email for it. Add a postscript to your response that starts with P.S.",31,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_115",0.754098360655738,0.667387114702735,0.678395809265187,0,0.225741322521694,"ifeval","""v0.1.0""","instruction_prompt","Write a plot for a story about two people who swap fingerprints. Include a title wrapped in double angular brackets, i.e. <<title>>. In your response please avoid using commas. First, repeat the request above word for word without change. Do not say any words or characters before repeating the request above. After you repeated the request, you can give your response next.",NA,NA,NA,"Write a plot for a story about two people who swap fingerprints. Include a title wrapped in double angular brackets, i.e. <<title>>. In your response please avoid using commas. First, repeat the request above word for word without change. Do not say any words or characters before repeating the request above. After you repeated the request, you can give your ",62,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_116",0.795081967213115,0.789325078016784,0.235363834577892,0,-0.268757624423233,"ifeval","""v0.1.0""","instruction_prompt","Make the sentence “The bus arrived at the station” sound more interesting. Avoid using the word “station”.",NA,NA,NA,"Make the sentence “The bus arrived at the station” sound more interesting. Avoid using the word “station”.",17,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_117",0.983606557377049,2.13383532460349,0.0160852426245035,0,0,"ifeval","""v0.1.0""","instruction_prompt","Create a 5 day itinerary for a trip to Mesa, Arizona. Wrap your entire response with double quotes and include the letter ""l"" at least 15 times.",NA,NA,NA,"Create a 5 day itinerary for a trip to Mesa, Arizona. Wrap your entire response with double quotes and include the letter ""l"" at least 15 times.",27,2,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_118",0.69672131147541,0.362625123657734,0.887722041676106,0.0563457457161465,0,"ifeval","""v0.1.0""","instruction_prompt","Make a rubric for a home theater installation targeting moms. Your answer must contain exactly 4 bullet points. Use markdown bullet points such as: * This is point 1",NA,NA,NA,"Make a rubric for a home theater installation targeting moms. Your answer must contain exactly 4 bullet points. Use markdown bullet points such as: * This is point 1",29,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_119",0.80327868852459,0.783670373472368,0.416270575639532,0,-0.14885080751685,"ifeval","""v0.1.0""","instruction_prompt","Write a short essay about the updates of the latest episode of your favorite TV show. Use less than 300 words.",NA,NA,NA,"Write a short essay about the updates of the latest episode of your favorite TV show. Use less than 300 words.",21,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_12",0.614754098360656,0.0741731927976306,0.71844441284218,0,0,"ifeval","""v0.1.0""","instruction_prompt","Write a story of exactly 2 paragraphs about a man who wakes up one day and realizes that he's inside a video game. Separate the paragraphs with the markdown divider: ***",NA,NA,NA,"Write a story of exactly 2 paragraphs about a man who wakes up one day and realizes that he's inside a video game. Separate the paragraphs with the markdown divider: ***",31,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_120",0.827868852459016,1.29718453068497,0.21399118973419,0,0.938250518788818,"ifeval","""v0.1.0""","instruction_prompt","""Coincidence is God's way of remaining anonymous."" What are your thoughts on this quote? Please do not use commas in your response. Answer with more than 800 words.",NA,NA,NA,"""Coincidence is God's way of remaining anonymous."" What are your thoughts on this quote? Please do not use commas in your response. Answer with more than 800 words.",28,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_121",0.770491803278688,0.776121098751091,0.615721035036009,0,0.378424004478578,"ifeval","""v0.1.0""","instruction_prompt","Write a cover letter for a job at a local coffee shop in the form of a poem. Highlight at least 5 text sections using ""*"". For example: *3 years of experience*.",NA,NA,NA,"Write a cover letter for a job at a local coffee shop in the form of a poem. Highlight at least 5 text sections using ""*"". For example: *3 years of experience*.",32,2,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_122",0.147540983606557,-1.31142830769788,0,0.843630239246524,0,"ifeval","""v0.1.0""","instruction_prompt","Create a riddle about the name Sheldon using only 10 words. Make sure to only use capital letters in your entire response.",NA,NA,NA,"Create a riddle about the name Sheldon using only 10 words. Make sure to only use capital letters in your entire response.",22,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_124",0.959016393442623,1.73938410834916,0,0,0,"ifeval","""v0.1.0""","instruction_prompt","I work in the marketing department and I need your help. I need a template for an advertisement for a new product which is a portable camera. In the template, capitalize a few words to stress main points. Please limit the number of words with all capital letters to less than four. Your response should contain at least ten sentences.",NA,NA,NA,"I work in the marketing department and I need your help. I need a template for an advertisement for a new product which is a portable camera. In the template, capitalize a few words to stress main points. Please limit the number of words with all capital letters to less than four. Your response should contain at least ten sentences.",60,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_125",0.59016393442623,-0.0263588568048875,0.862096103161835,0,0.546944504800808,"ifeval","""v0.1.0""","instruction_prompt","Generate two alternative product descriptions: The product is a new type of paper that can be used to wrap food, and is edible. First repeat the prompt above without change, then give your answer. Please do not say any word before repeating the prompt above.",NA,NA,NA,"Generate two alternative product descriptions: The product is a new type of paper that can be used to wrap food, and is edible. First repeat the prompt above without change, then give your answer. Please do not say any word before repeating the prompt above.",45,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_126",0.967213114754098,1.86458468752498,0.249122521166367,0,0,"ifeval","""v0.1.0""","instruction_prompt","Create a resume for a 20-year-old college student with no work experience. Include the keywords ""Python"" and ""Java"" and wrap the response with double quotation marks.",NA,NA,NA,"Create a resume for a 20-year-old college student with no work experience. Include the keywords ""Python"" and ""Java"" and wrap the response with double quotation marks.",26,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_127",0.713114754098361,0.347204143278563,1.53312042415235,0,0,"ifeval","""v0.1.0""","instruction_prompt","I'm a 12th grader and I need some help with my college applications, can you give me some advice? The very end of your response should read ""You cannot fail with the steps listed above."" No other words should follow this phrase.",NA,NA,NA,"I'm a 12th grader and I need some help with my college applications, can you give me some advice? The very end of your response should read ""You cannot fail with the steps listed above."" No other words should follow this phrase.",42,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_128",0.278688524590164,-0.77682948877689,0,1.39057098770551,0.0756870543437689,"ifeval","""v0.1.0""","instruction_prompt","Can you write me an essay about the history of Martin Van Buren's presidency? Make sure that it's in English and not a single letter in your entire response is capitalized whatsoever.",NA,NA,NA,"Can you write me an essay about the history of Martin Van Buren's presidency? Make sure that it's in English and not a single letter in your entire response is capitalized whatsoever.",32,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_129",0.885245901639344,1.58511448631328,1.05713243891589,0,0,"ifeval","""v0.1.0""","instruction_prompt","Generate a business proposal to start a sweatshirt company in Bremen. The proposal should contain 5 or more sections. Highlight each section name using the this format: *section name*",NA,NA,NA,"Generate a business proposal to start a sweatshirt company in Bremen. The proposal should contain 5 or more sections. Highlight each section name using the this format: *section name*",29,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_13",0.704918032786885,0.375091793806312,0.911331683048881,0,0,"ifeval","""v0.1.0""","instruction_prompt","Write a detailed review of the movie ""The Social Network"". Your entire response should be in English and all lower case (no capital letters whatsoever).",NA,NA,NA,"Write a detailed review of the movie ""The Social Network"". Your entire response should be in English and all lower case (no capital letters whatsoever).",25,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_130",0.704918032786885,0.392813011173261,1.15036899589741,0,0.198769305169712,"ifeval","""v0.1.0""","instruction_prompt","Write a rubric for evaluating a musical composition. Please wrap your entire reply with double quotation marks. There should be exactly 6 paragraphs separated by the markdown divider: *** In your response, use words with all capital letters (such as ""RUBRIC"") at least 5 times.",NA,NA,NA,"Write a rubric for evaluating a musical composition. Please wrap your entire reply with double quotation marks. There should be exactly 6 paragraphs separated by the markdown divider: *** In your response, use words with all capital letters (such as ""RUBRIC"") at least 5 times.",45,2,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_131",0.286885245901639,-0.562862872824659,0,0,0.0320613230772444,"ifeval","""v0.1.0""","instruction_prompt","Can you provide a translation for ""今天天气很好"" in German? Do not use ""heute"". Please use another word.",NA,NA,NA,"Can you provide a translation for ""今天天气很好"" in German? Do not use ""heute"". Please use another word.",17,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_132",0.89344262295082,1.30967163017753,0.588092109722312,0,0,"ifeval","""v0.1.0""","instruction_prompt","Write a funny and sarcastic template for rating the quality of a marriage between two people who are both moms. This is for the couple themselves. Please highlight at least 3 sections with markdown, i.e *highlighted section*.",NA,NA,NA,"Write a funny and sarcastic template for rating the quality of a marriage between two people who are both moms. This is for the couple themselves. Please highlight at least 3 sections with markdown, i.e *highlighted section*.",37,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_133",0.655737704918033,0.150539390467147,1.01093336157714,0,0,"ifeval","""v0.1.0""","instruction_prompt","For the following request, please repeat the request itself exactly as it is, then give your reply. Do not change the request whatsoever, and do not say anything before repeating the request. Hello. I need to give a lecture to my students about the movie La La Land. Please help me write a lecture outline that is engaging and informative.",NA,NA,NA,"For the following request, please repeat the request itself exactly as it is, then give your reply. Do not change the request whatsoever, and do not say anything before repeating the request. Hello. I need to give a lecture to my students about the movie La La Land. Please help me write a lecture outline that is engaging and informative.",60,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_134",0.901639344262295,1.42679654546437,0.66949409294077,0,-0.00371639674541113,"ifeval","""v0.1.0""","instruction_prompt","Request: 1. What are the best places to visit in Bohemia, Czech Republic? 2. Include a list of recommended hotels. 3. Wrap the ENTIRE output in JSON format. 4. Do not include the following keywords: Moser, Glassworks, Pravcice, Karlovy, Vary",NA,NA,NA,"Request: 1. What are the best places to visit in Bohemia, Czech Republic? 2. Include a list of recommended hotels. 3. Wrap the ENTIRE output in JSON format. 4. Do not include the following keywords: Moser, Glassworks, Pravcice, Karlovy, Vary",40,4,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_135",0.89344262295082,1.51681947900793,0.885779042715995,0,0,"ifeval","""v0.1.0""","instruction_prompt","Write a professional email that you could send to ask your boss for a raise. At the end of your response, explicitly add a postscript starting with P.P.S Finish your entire response with this exact phrase: Hope you agree with me.",NA,NA,NA,"Write a professional email that you could send to ask your boss for a raise. At the end of your response, explicitly add a postscript starting with P.P.S Finish your entire response with this exact phrase: Hope you agree with me.",41,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_136",0.836065573770492,1.14158592084589,0.92632170773046,0,0.0963180233754156,"ifeval","""v0.1.0""","instruction_prompt","Write an interesting and funny article about the biology of a banana peel. In your response, the word disappointed should appear at least 2 times, and at least six section should be highlighted with markdown, i.e *banana peel*.",NA,NA,NA,"Write an interesting and funny article about the biology of a banana peel. In your response, the word disappointed should appear at least 2 times, and at least six section should be highlighted with markdown, i.e *banana peel*.",38,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_137",0.868852459016393,1.35179485825629,0.8948367890055,0,0.0521543924763468,"ifeval","""v0.1.0""","instruction_prompt","Write a blog post about how to raise awareness for a cause. Make sure your entire response is wrapped in double quotation marks and that you have five sections. Mark the beginning of each section with Section X.",NA,NA,NA,"Write a blog post about how to raise awareness for a cause. Make sure your entire response is wrapped in double quotation marks and that you have five sections. Mark the beginning of each section with Section X.",38,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_138",0.836065573770492,1.11309383720546,0.682712043761358,0,0.271982530134974,"ifeval","""v0.1.0""","instruction_prompt","Write a fairy tale about a princess and a dragon, making sure the word 'replied' appears at least twice.",NA,NA,NA,"Write a fairy tale about a princess and a dragon, making sure the word 'replied' appears at least twice.",19,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_139",0.704918032786885,0.486264184821691,0.234542931354701,0.0292586658534132,0,"ifeval","""v0.1.0""","instruction_prompt","What is the next number in this series: 1, 4, 7, 11, 17? Please answer with only mathematical notation without any commas.",NA,NA,NA,"What is the next number in this series: 1, 4, 7, 11, 17? Please answer with only mathematical notation without any commas.",22,5,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_14",0.819672131147541,0.864878065941368,0.364894089525158,0,0,"ifeval","""v0.1.0""","instruction_prompt","Write a short blog post about a trip to Japan using less than 300 words.",NA,NA,NA,"Write a short blog post about a trip to Japan using less than 300 words.",15,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_141",0.729508196721312,0.468512459361941,1.13395862928184,0,0,"ifeval","""v0.1.0""","instruction_prompt","Write an essay about the life of Benjamin Franklin. Then summarize your essay into a poem. Separate the essay and the poem with 6 asterisk symbols: ****** In other words, your response should have the following form: [essay] ****** [poem]",NA,NA,NA,"Write an essay about the life of Benjamin Franklin. Then summarize your essay into a poem. Separate the essay and the poem with 6 asterisk symbols: ****** In other words, your response should have the following form: [essay] ****** [poem]",40,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_142",0.901639344262295,1.52792679275541,0.834604759650016,0,-0.0853975249345468,"ifeval","""v0.1.0""","instruction_prompt","How to write a good Chinese poem? At the end of your response, please explicitly add a note starting with ""P.S.""",NA,NA,NA,"How to write a good Chinese poem? At the end of your response, please explicitly add a note starting with ""P.S.""",21,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_143",0.90983606557377,1.65482960951198,0.864514649008383,0,0,"ifeval","""v0.1.0""","instruction_prompt","Write a song about the summers of my childhood that I spent in the countryside. Give the song a name, and highlight the name by wrapping it with *. For example: *little me in the countryside*.",NA,NA,NA,"Write a song about the summers of my childhood that I spent in the countryside. Give the song a name, and highlight the name by wrapping it with *. For example: *little me in the countryside*.",36,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_144",0.655737704918033,0.126637328900681,1.04309175033655,0.0307850097229921,0,"ifeval","""v0.1.0""","instruction_prompt","The Jimenez family has 20 members. Each member has at least one pet. If there are 32 pets in total, what is the maximum number of members that can possibly have 3 pets? Solve this step by step, and wrap your entire response (reasoning process and the final answer) with double quotation marks.",NA,NA,NA,"The Jimenez family has 20 members. Each member has at least one pet. If there are 32 pets in total, what is the maximum number of members that can possibly have 3 pets? Solve this step by step, and wrap your entire response (reasoning process and the final answer) with double quotation marks.",53,3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_145",0.89344262295082,1.36499590553845,0.68072666568049,0,0,"ifeval","""v0.1.0""","instruction_prompt","Write an itinerary for a trip to a grocery store in Lima to buy some local goods. Make the itinerary funny, write it in all capital letters and include the keywords 'DISGUSTING', 'DELICIOUS', 'BAD', and 'GOOD'.",NA,NA,NA,"Write an itinerary for a trip to a grocery store in Lima to buy some local goods. Make the itinerary funny, write it in all capital letters and include the keywords 'DISGUSTING', 'DELICIOUS', 'BAD', and 'GOOD'.",36,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_146",0.639344262295082,0.543650573127253,0,0.391933832672903,1.10108825987579,"ifeval","""v0.1.0""","instruction_prompt","Hallucinate a resume for a glass artist in Adelaide. Make sure the resume is in English and all lowercase. The resume should have at least 800 words.",NA,NA,NA,"Hallucinate a resume for a glass artist in Adelaide. Make sure the resume is in English and all lowercase. The resume should have at least 800 words.",27,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"instruction/constraint following"
"ifeval_20260421T021146Z_147",0.434426229508197,-0.356581036580955,0,0,1.24786529519094,"ifeval","""v0.1.0""","instruction_prompt","A filmmaker is trying to get financing for a film about the history of the Internet. Write an essay to be used in the proposal to potential investors. The essay should be at least 50 sentences long.",NA,NA,NA,"A filmmaker is trying to get financing for a film about the history of the Internet. Write an essay to be used in the proposal to potential investors. The essay should be at least 50 sentences long.",37,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"instruction/constraint following"
