"item_id","empirical_accuracy","benchmark","primary_semantic","question_snippet","F1","F2","F3","strongest_factor","max_abs_loading","n_active_factors","active_pattern"
"ifeval_20260421T021146Z_470",0.737704918032787,"ifeval","instruction/constraint following","Write an essay on first names, without using any capital letters --- your ENTIRE response must be in lowercases. There should be exactly 3 paragraphs with the only paragraph separation being two new lines. Start Paragraph 2 with the word Jasper.",1.06695259597252,0.155075656453676,0,"F1",1.06695259597252,1,"100"
"ifeval_20260421T021146Z_216",0.704918032786885,"ifeval","instruction/constraint following","Write a list of instructions for a dog trainer to teach a dog to sit, stay, and fetch. Your list should contain exactly 3 bullet points in the markdown format such as: * Bullet point 1 * Bullet point 2",1.06344792787346,0,0,"F1",1.06344792787346,1,"100"
"ifeval_20260421T021146Z_176",0.688524590163934,"ifeval","instruction/constraint following","I'm a new puppy owner and I'm looking for some advice on how to train my puppy. Can you help me? Give me a few options. In particular, I need you to end your response with ""Which one you choose?"".",1.06344211704781,0,0,"F1",1.06344211704781,1,"100"
"ifeval_20260421T021146Z_129",0.885245901639344,"ifeval","instruction/constraint following","Generate a business proposal to start a sweatshirt company in Bremen. The proposal should contain 5 or more sections. Highlight each section name using the this format: *section name*",1.05713243891589,0,0,"F1",1.05713243891589,1,"100"
"ifeval_20260421T021146Z_366",0.729508196721312,"ifeval","instruction/constraint following","Write a 500 word story in a poem style about a young girl who is obsessed with her Nintendo DS. First repeat the request above, then give your answer. Just repeat word for word without change. Do not say any words or characters before repeating the request.",1.05659859078903,0.0033651494014067,0,"F1",1.05659859078903,1,"100"
"ifeval_20260421T021146Z_418",0.721311475409836,"ifeval","instruction/constraint following","May name is Naomi. Write a blog post in my name for the canucks hockey team about why they need to be more mindful about their environments. End the blog post with ""Naomi thanks you for reading."" No other words should follow this phrase. This phrase should be the very end of your entire response.",1.05592364746973,0,0,"F1",1.05592364746973,1,"100"
"ifeval_20260421T021146Z_322",0.721311475409836,"ifeval","instruction/constraint following","Please give me some recommendations for good books about the history of the United States. Your response should be completely in Kannada, no other language is allowed.",1.05174378878493,0.12875733418135,0.00810356447399441,"F1",1.05174378878493,1,"100"
"ifeval_20260421T021146Z_327",0.819672131147541,"ifeval","instruction/constraint following","Write a document entirely in the Portuguese language, no other language is allowed, about Adam and Eve. Additionally, make sure to wrap your entire response with double quotation marks.",1.0493612648056,0,0,"F1",1.0493612648056,1,"100"
"ifeval_20260421T021146Z_42",0.819672131147541,"ifeval","instruction/constraint following","How many feet off the ground was the tallest skyscraper in the world in 2000? Please include only the main points in your answer. Finish your response with the exact phrase of ""Is there anything else I can help with?"" with no other words after the word ""with"". Mention the word ""skyscraper"" for at least 8 times.",1.04858716247326,0,0,"F1",1.04858716247326,1,"100"
"ifeval_20260421T021146Z_8",0.680327868852459,"ifeval","instruction/constraint following","Write a letter to a friend in all lowercase letters ask them to go and vote.",1.04511299804201,0,0.0409085835753081,"F1",1.04511299804201,1,"100"
"ifeval_20260421T021146Z_3",0.844262295081967,"ifeval","instruction/constraint following","Write an email to my boss telling him that I am quitting. The email must contain a title wrapped in double angular brackets, i.e. <<title>>. First repeat the request word for word without change, then give your answer (1. do not say any words or characters before repeating the request; 2. the request you need to repeat does not include this sentence)",1.04430145899061,0,0,"F1",1.04430145899061,1,"100"
"ifeval_20260421T021146Z_144",0.655737704918033,"ifeval","instruction/constraint following","The Jimenez family has 20 members. Each member has at least one pet. If there are 32 pets in total, what is the maximum number of members that can possibly have 3 pets? Solve this step by step, and wrap your entire response (reasoning process and the final answer) with double quotation marks.",1.04309175033655,0.0307850097229921,0,"F1",1.04309175033655,1,"100"
"ifeval_20260421T021146Z_306",0.704918032786885,"ifeval","instruction/constraint following","The Broncos have been so bad in the NRL this year, they're getting dust on the trophy cabinet. Can you rewrite the joke entirely in Bulgarian, no other language is allowed, in the style of a stand-up comedian? Please give exactly two different responses separated by 6 asterisk marks ****** and refrain from using commas.",1.03918126405105,0.0570856532480483,0.231908335146877,"F1",1.03918126405105,1,"100"
"ifeval_20260421T021146Z_510",0.819672131147541,"ifeval","instruction/constraint following","Write a blog post about interesting facts about the Dutch language. Italicize at least 2 sections in your answer with markdown, i.e. *italic text*.",1.03723264095664,0,0,"F1",1.03723264095664,1,"100"
"ifeval_20260421T021146Z_219",0.663934426229508,"ifeval","instruction/constraint following","I am a clutches sales specialist with 10 years of experience working in the automotive industry. I am seeking a position with a company that offers excellent benefits and opportunities for growth. Can you please write a two paragraph story about me? Make sure that the first paragraph starts with the word ""realising"" and that each paragraph is separated by tw",1.03477940114572,0,0,"F1",1.03477940114572,1,"100"
"ifeval_20260421T021146Z_279",0.721311475409836,"ifeval","instruction/constraint following","Write a short summary for kids that explains why we want to honour Thayer for his contributions to the field of artificial intelligence. The summary must contain exactly 4 bullet points such as: * Bullet point 1 * Bullet point 2",1.03242239909927,0,0,"F1",1.03242239909927,1,"100"
"ifeval_20260421T021146Z_201",0.877049180327869,"ifeval","instruction/constraint following","Write a 200 word essay on the 2000 presidential election. The title should be wrapped in double angular brackets, i.e. <<title>>.",1.02716519003186,0,0,"F1",1.02716519003186,1,"100"
"ifeval_20260421T021146Z_88",0.704918032786885,"ifeval","instruction/constraint following","Write a blog post about the most interesting things you have seen or ridden on public transportation. First repeat the sentence above word for word without change, then give your answer. Do not say any words or characters before repeating the sentence.",1.02692437098144,0,0.306887503711757,"F1",1.02692437098144,1,"100"
"ifeval_20260421T021146Z_197",0.836065573770492,"ifeval","instruction/constraint following","Could you give me a short summary of The Lord of the Rings that is child-friendly? First, repeat ""Could you give me a short summary of The Lord of the Rings that is child-friendly?"" word for word without change, then give your answer. Do not say anything first, just repeat the request at the very beginning.",1.0257694343242,0,0,"F1",1.0257694343242,1,"100"
"ifeval_20260421T021146Z_107",0.745901639344262,"ifeval","instruction/constraint following","Write two limericks for moms about how hard it is to get their kids to do chores. Be angry about it. Separate your two limericks with six asterisks (******).",1.01853879115481,0,0.210091194864823,"F1",1.01853879115481,1,"100"
"ifeval_20260421T021146Z_376",0.631147540983607,"ifeval","instruction/constraint following","Write a funny poem for kids about a product that you would like to sell. The poem should have exactly 6 stanzas. Separated the stanzas using 3 asterisk markers: ***",1.01789456814449,0,0.0199813567016096,"F1",1.01789456814449,1,"100"
"ifeval_20260421T021146Z_294",0.704918032786885,"ifeval","instruction/constraint following","Write an email to your friend about what triggers you. Make sure to wrap the entire email in double quotation marks.",1.01438399148767,0,0,"F1",1.01438399148767,1,"100"
"ifeval_20260421T021146Z_344",0.770491803278688,"ifeval","instruction/constraint following","Rewrite the following blog as a list of exactly 4 bullet points: ""The world is a beautiful place. The sun is shining, the birds are singing, and the flowers are blooming. It's a perfect day to go outside and enjoy all that nature has to offer."" The bullet points should be in markdown such as: * Bullet point 1 * Bullet point 2",1.01238012839618,0,0,"F1",1.01238012839618,1,"100"
"ifeval_20260421T021146Z_133",0.655737704918033,"ifeval","instruction/constraint following","For the following request, please repeat the request itself exactly as it is, then give your reply. Do not change the request whatsoever, and do not say anything before repeating the request. Hello. I need to give a lecture to my students about the movie La La Land. Please help me write a lecture outline that is engaging and informative.",1.01093336157714,0,0,"F1",1.01093336157714,1,"100"
"ifeval_20260421T021146Z_187",0.795081967213115,"ifeval","instruction/constraint following","Invent a funny tagline for a local comedy show, and put your whole response in double quotes.",1.00945982496697,0,0,"F1",1.00945982496697,1,"100"
"ifeval_20260421T021146Z_396",0.680327868852459,"ifeval","instruction/constraint following","How are you doing today? Could you write me exactly 4 paragraphs each separated by two new lines? Please start the first paragraph with the word ""firms"".",1.0091313314748,0,0,"F1",1.0091313314748,1,"100"
"ifeval_20260421T021146Z_406",0.844262295081967,"ifeval","instruction/constraint following","Write an article named ""How to conduct a job interview"". Include at least one placeholder, such as [question].",1.0062929703103,0,0.108917766185539,"F1",1.0062929703103,1,"100"
"ifeval_20260421T021146Z_474",0.819672131147541,"ifeval","instruction/constraint following","Summarize the history of Japan. Italicize at least 5 keywords in your response. To indicate a italic word, wrap it with asterisk, like *italic*",1.00626318197278,0,0,"F1",1.00626318197278,1,"100"
"ifeval_20260421T021146Z_68",0.877049180327869,"ifeval","instruction/constraint following","A nucleus is a cluster of protons and neutrons. Elaborate on this. Write exactly 9 very short bullet points. Limit the number of words you use (less than 100 words). An example: * A nucleus is a cluster of protons and neutrons * A proton is .... Please follow the format of the example above.",1.00483795131192,0,0,"F1",1.00483795131192,1,"100"
"ifeval_20260421T021146Z_373",0.704918032786885,"ifeval","instruction/constraint following","If a = 10, b = 30, and c = 20, what is the value of (a + b) / c? Give me the answer in exactly two paragraphs, separated with the markdown divider: ***",1.00456706338435,0,0.0920434160793417,"F1",1.00456706338435,1,"100"
"ifeval_20260421T021146Z_111",0.811475409836066,"ifeval","instruction/constraint following","Write an extremely short essay on the role of mythology in the work of Jordan Peterson. Keep your entire response 100 words or less. Be general in your writing. Make sure to highlight at least 2 sections in your answer with markdown, i.e. use *highlighted section*.",0.998890704754158,0,0,"F1",0.998890704754158,1,"100"
"ifeval_20260421T021146Z_65",0.729508196721312,"ifeval","instruction/constraint following","Create a table with a 7 day trip itinerary for India, and a 7 day trip itinerary for China. Separate them with exactly 6 asterisks symbols: *******",0.993191366252825,0,0.133265173369933,"F1",0.993191366252825,1,"100"
"ifeval_20260421T021146Z_256",0.89344262295082,"ifeval","instruction/constraint following","Write a product description for a new product called the ""AirPods Max"". Make sure to use markdown to highlight at least two sections, i.e. *highlighted section*. Your entire response should be in English and in all lowercase letters.",0.991855813197046,0,0,"F1",0.991855813197046,1,"100"
"ifeval_20260421T021146Z_245",0.770491803278688,"ifeval","instruction/constraint following","Name exactly 3 names for a black and white dog using markdown bullet points such as: * Bullet point 1",0.991677185518843,0.0367232299412933,0,"F1",0.991677185518843,1,"100"
